Entry Number,Hotel Name,Region,Hotel Type,Star Rating,Check-in Date,Season,Total Revenue,Occupancy Rate (%),Customer Rating (1-5),Feedback Category,Customer Comments
H2410,Budget Haven,Texas,Budget,3,4/26/2025,Spring,62410,84.54,3.8,Service,Slow check-in process.
H2411,Mountain Retreat,Colorado,Boutique,3,4/27/2025,Spring,64700,84.29,3.8,Service,Slow check-in process.
H2412,The Grand Oak,California,Luxury,5,4/27/2025,Spring,34610,96.3,4.6,Cleanliness,Room was spotless and well-kept.
H2413,Seaside Shores,Florida,Resort,4,4/27/2025,Spring,54350,77.19,4.9,Service,Always greeted with a smile.
H2414,Metro Meridian,New York,Business,5,4/27/2025,Spring,32280,76.19,4.5,Location,Excellent for walking everywhere.
H2415,Budget Haven,Texas,Budget,3,4/27/2025,Spring,119280,81.7,3.8,Service,Slow check-in process.
H2416,Mountain Retreat,Colorado,Boutique,3,4/28/2025,Spring,30620,86.54,3.7,Amenities,Modern amenities and comfortable spaces.
H2417,The Grand Oak,California,Luxury,5,4/28/2025,Spring,108090,79.31,3.7,Location,Excellent for walking everywhere.
H2418,Seaside Shores,Florida,Resort,4,4/28/2025,Spring,92410,79.72,3.5,Cleanliness,Room was spotless and well-kept.
H2419,Metro Meridian,New York,Business,5,4/28/2025,Spring,111200,73.47,4.8,Service,Always greeted with a smile.
H2420,Budget Haven,Texas,Budget,3,4/28/2025,Spring,25350,70.23,4.3,Service,Staff went above and beyond.
H2421,Mountain Retreat,Colorado,Boutique,3,4/29/2025,Spring,7600,75.25,4.5,Cleanliness,Super clean bathrooms and linens.
H2422,The Grand Oak,California,Luxury,5,4/29/2025,Spring,75920,92.26,4.8,Service,Always greeted with a smile.
H2423,Seaside Shores,Florida,Resort,4,4/29/2025,Spring,9230,88.39,3.6,Service,Staff went above and beyond.
H2424,Metro Meridian,New York,Business,5,4/29/2025,Spring,106180,72.32,3.8,Food,Tasty and well-prepared dishes.
H2425,Budget Haven,Texas,Budget,3,4/29/2025,Spring,12510,74.18,3.8,Service,Slow check-in process.
H2426,Mountain Retreat,Colorado,Boutique,3,4/30/2025,Spring,82530,76.34,3.8,Cleanliness,Room was spotless and well-kept.
H2427,The Grand Oak,California,Luxury,5,4/30/2025,Spring,46020,74.25,5,Cleanliness,Room was spotless and well-kept.
H2428,Seaside Shores,Florida,Resort,4,4/30/2025,Spring,33850,70.72,4.8,Cleanliness,Room was spotless and well-kept.
H2429,Metro Meridian,New York,Business,5,4/30/2025,Spring,58750,72.03,4.8,Service,Always greeted with a smile.
H2430,Budget Haven,Texas,Budget,3,4/30/2025,Spring,31000,94.65,4,Location,Excellent for walking everywhere.
H2431,Mountain Retreat,Colorado,Boutique,3,5/1/2025,Spring,113140,74.9,3.5,Service,Slow check-in process.
H2432,The Grand Oak,California,Luxury,5,5/1/2025,Spring,33010,73.68,3.8,Cleanliness,Room was spotless and well-kept.
H2433,Seaside Shores,Florida,Resort,4,5/1/2025,Spring,31130,74.15,4.2,Service,Always greeted with a smile.
H2434,Metro Meridian,New York,Business,5,5/1/2025,Spring,64670,87.21,4.5,Food,Tasty and well-prepared dishes.
H2435,Budget Haven,Texas,Budget,3,5/1/2025,Spring,44330,78.17,4.6,Food,Tasty and well-prepared dishes.
H2436,Mountain Retreat,Colorado,Boutique,3,5/2/2025,Spring,66380,78.88,4.5,Amenities,Modern amenities and comfortable spaces.
H2437,The Grand Oak,California,Luxury,5,5/2/2025,Spring,32740,75.14,4.6,Service,Staff went above and beyond.
H2438,Seaside Shores,Florida,Resort,4,5/2/2025,Spring,76950,75.98,3.7,Service,Slow check-in process.
H2439,Metro Meridian,New York,Business,5,5/2/2025,Spring,117450,91.11,4,Service,Always greeted with a smile.
H2440,Budget Haven,Texas,Budget,3,5/2/2025,Spring,45560,80.98,4.4,Service,Always greeted with a smile.
H2441,Mountain Retreat,Colorado,Boutique,3,5/3/2025,Spring,80810,90.28,4.2,Service,Always greeted with a smile.
H2442,The Grand Oak,California,Luxury,5,5/3/2025,Spring,32330,80.43,4.2,Service,Always greeted with a smile.
H2443,Seaside Shores,Florida,Resort,4,5/3/2025,Spring,84270,92.09,4.3,Location,Excellent for walking everywhere.
H2444,Metro Meridian,New York,Business,5,5/3/2025,Spring,93490,78.39,3.6,Service,Slow check-in process.
H2445,Budget Haven,Texas,Budget,3,5/3/2025,Spring,101680,89.97,4.6,Amenities,Modern amenities and comfortable spaces.
H2446,Mountain Retreat,Colorado,Boutique,3,5/4/2025,Spring,108900,87.22,3.7,Food,Tasty and well-prepared dishes.
H2447,The Grand Oak,California,Luxury,5,5/4/2025,Spring,117370,91.31,4.2,Service,Always greeted with a smile.
H2448,Seaside Shores,Florida,Resort,4,5/4/2025,Spring,89110,80.42,4.2,Service,Always greeted with a smile.
H2449,Metro Meridian,New York,Business,5,5/4/2025,Spring,25830,81.24,4.2,Service,Staff went above and beyond.
H2450,Budget Haven,Texas,Budget,3,5/4/2025,Spring,114010,88.22,4.6,Cleanliness,Room was spotless and well-kept.
H2451,Mountain Retreat,Colorado,Boutique,3,5/5/2025,Spring,96870,79.18,3.9,Service,Staff went above and beyond.
H2452,The Grand Oak,California,Luxury,5,5/5/2025,Spring,60190,70.93,4.6,Amenities,Modern amenities and comfortable spaces.
H2453,Seaside Shores,Florida,Resort,4,5/5/2025,Spring,34610,72.75,4.5,Service,Always greeted with a smile.
H2454,Metro Meridian,New York,Business,5,5/5/2025,Spring,25270,81.77,4.3,Cleanliness,Room was spotless and well-kept.
H2455,Budget Haven,Texas,Budget,3,5/5/2025,Spring,62110,70.07,4.2,Amenities,Modern amenities and comfortable spaces.
H2456,Mountain Retreat,Colorado,Boutique,3,5/6/2025,Spring,86140,90.24,4.2,Cleanliness,Super clean bathrooms and linens.
H2457,The Grand Oak,California,Luxury,5,5/6/2025,Spring,28310,76.86,4.1,Cleanliness,Room was spotless and well-kept.
H2458,Seaside Shores,Florida,Resort,4,5/6/2025,Spring,17660,98.62,4,Service,Staff went above and beyond.
H2459,Metro Meridian,New York,Business,5,5/6/2025,Spring,21610,97.24,5,Amenities,Modern amenities and comfortable spaces.
H2460,Budget Haven,Texas,Budget,3,5/6/2025,Spring,83560,84.99,4.2,Service,Always greeted with a smile.
H2461,Mountain Retreat,Colorado,Boutique,3,5/7/2025,Spring,64110,72.66,3.6,Cleanliness,Super clean bathrooms and linens.
H2462,The Grand Oak,California,Luxury,5,5/7/2025,Spring,18840,78.15,4,Cleanliness,Super clean bathrooms and linens.
H2463,Seaside Shores,Florida,Resort,4,5/7/2025,Spring,68080,77.99,4.1,Cleanliness,Super clean bathrooms and linens.
H2464,Metro Meridian,New York,Business,5,5/7/2025,Spring,65310,83.66,3.7,Service,Always greeted with a smile.
H2465,Budget Haven,Texas,Budget,3,5/7/2025,Spring,54790,91.3,4.5,Cleanliness,Room was spotless and well-kept.
H2466,Mountain Retreat,Colorado,Boutique,3,5/8/2025,Spring,24820,83.61,4.2,Service,Always greeted with a smile.
H2467,The Grand Oak,California,Luxury,5,5/8/2025,Spring,111090,89.65,3.5,Food,Tasty and well-prepared dishes.
H2468,Seaside Shores,Florida,Resort,4,5/8/2025,Spring,33000,97.06,3.9,Service,Staff went above and beyond.
H2469,Metro Meridian,New York,Business,5,5/8/2025,Spring,11680,85.8,4.8,Cleanliness,Room was spotless and well-kept.
H2470,Budget Haven,Texas,Budget,3,5/8/2025,Spring,60420,94.01,4.2,Service,Always greeted with a smile.
H2471,Mountain Retreat,Colorado,Boutique,3,5/9/2025,Spring,105740,84.36,4.5,Service,Always greeted with a smile.
H2472,The Grand Oak,California,Luxury,5,5/9/2025,Spring,67590,82.69,4.7,Service,Always greeted with a smile.
H2473,Seaside Shores,Florida,Resort,4,5/9/2025,Spring,7810,98.75,4.7,Location,Excellent for walking everywhere.
H2474,Metro Meridian,New York,Business,5,5/9/2025,Spring,64660,95.98,4.6,Cleanliness,Super clean bathrooms and linens.
H2475,Budget Haven,Texas,Budget,3,5/9/2025,Spring,111170,95.55,4,Cleanliness,Super clean bathrooms and linens.
H2476,Mountain Retreat,Colorado,Boutique,3,5/10/2025,Spring,124000,86.69,4.7,Service,Always greeted with a smile.
H2477,The Grand Oak,California,Luxury,5,5/10/2025,Spring,86610,80.91,3.9,Cleanliness,Room was spotless and well-kept.
H2478,Seaside Shores,Florida,Resort,4,5/10/2025,Spring,91830,77.17,5,Service,Staff went above and beyond.
H2479,Metro Meridian,New York,Business,5,5/10/2025,Spring,79390,81.23,4.7,Service,Always greeted with a smile.
H2480,Budget Haven,Texas,Budget,3,5/10/2025,Spring,7040,82.34,3.8,Service,Slow check-in process.
H2481,Mountain Retreat,Colorado,Boutique,3,5/11/2025,Spring,79570,75.12,4.1,Service,Staff went above and beyond.
H2482,The Grand Oak,California,Luxury,5,5/11/2025,Spring,59540,76.09,4.7,Amenities,Modern amenities and comfortable spaces.
H2483,Seaside Shores,Florida,Resort,4,5/11/2025,Spring,116290,94.3,4.5,Cleanliness,Room was spotless and well-kept.
H2484,Metro Meridian,New York,Business,5,5/11/2025,Spring,69960,98,4.6,Location,Excellent for walking everywhere.
H2485,Budget Haven,Texas,Budget,3,5/11/2025,Spring,38190,81.39,4.8,Service,Always greeted with a smile.
H2486,Mountain Retreat,Colorado,Boutique,3,5/12/2025,Spring,54040,72.24,3.7,Cleanliness,Room was spotless and well-kept.
H2487,The Grand Oak,California,Luxury,5,5/12/2025,Spring,100620,80.02,4.5,Amenities,Modern amenities and comfortable spaces.
H2488,Seaside Shores,Florida,Resort,4,5/12/2025,Spring,109170,70.37,4,Amenities,Modern amenities and comfortable spaces.
H2489,Metro Meridian,New York,Business,5,5/12/2025,Spring,9110,95.8,3.8,Service,Slow check-in process.
H2490,Budget Haven,Texas,Budget,3,5/12/2025,Spring,43360,90.24,4.3,Location,Excellent for walking everywhere.
H2491,Mountain Retreat,Colorado,Boutique,3,5/13/2025,Spring,67320,84.66,3.6,Amenities,Modern amenities and comfortable spaces.
H2492,The Grand Oak,California,Luxury,5,5/13/2025,Spring,43870,84.36,4.5,Cleanliness,Super clean bathrooms and linens.
H2493,Seaside Shores,Florida,Resort,4,5/13/2025,Spring,113650,71.04,4.5,Service,Always greeted with a smile.
H2494,Metro Meridian,New York,Business,5,5/13/2025,Spring,49750,89.56,3.9,Amenities,Modern amenities and comfortable spaces.
H2495,Budget Haven,Texas,Budget,3,5/13/2025,Spring,72070,98.51,4.7,Service,Always greeted with a smile.
H2496,Mountain Retreat,Colorado,Boutique,3,5/14/2025,Spring,95130,81.72,4.6,Cleanliness,Super clean bathrooms and linens.
H2497,The Grand Oak,California,Luxury,5,5/14/2025,Spring,109950,90.85,4.7,Service,Always greeted with a smile.
H2498,Seaside Shores,Florida,Resort,4,5/14/2025,Spring,71870,84.21,4.1,Amenities,Modern amenities and comfortable spaces.
H2499,Metro Meridian,New York,Business,5,5/14/2025,Spring,29560,82.9,4.7,Service,Always greeted with a smile.
H2500,Budget Haven,Texas,Budget,3,5/14/2025,Spring,53340,81.9,3.8,Location,Excellent for walking everywhere.
H2501,Mountain Retreat,Colorado,Boutique,3,5/15/2025,Spring,81570,90.69,4.7,Service,Always greeted with a smile.
H2502,The Grand Oak,California,Luxury,5,5/15/2025,Spring,61770,97.82,4.1,Cleanliness,Super clean bathrooms and linens.
H2503,Seaside Shores,Florida,Resort,4,5/15/2025,Spring,50750,83.03,3.9,Food,Tasty and well-prepared dishes.
H2504,Metro Meridian,New York,Business,5,5/15/2025,Spring,18640,77.38,4.9,Food,Tasty and well-prepared dishes.
H2505,Budget Haven,Texas,Budget,3,5/15/2025,Spring,89890,70.57,5,Food,Tasty and well-prepared dishes.
H2506,Mountain Retreat,Colorado,Boutique,3,5/16/2025,Spring,98770,99.11,3.6,Location,Excellent for walking everywhere.
H2507,The Grand Oak,California,Luxury,5,5/16/2025,Spring,87710,81.73,4.3,Cleanliness,Room was spotless and well-kept.
H2508,Seaside Shores,Florida,Resort,4,5/16/2025,Spring,12100,77.57,3.8,Service,Staff went above and beyond.
H2509,Metro Meridian,New York,Business,5,5/16/2025,Spring,25940,91.77,3.5,Food,Tasty and well-prepared dishes.
H2510,Budget Haven,Texas,Budget,3,5/16/2025,Spring,13240,95.18,3.7,Service,Staff went above and beyond.
H2511,Mountain Retreat,Colorado,Boutique,3,5/17/2025,Spring,107110,78.06,3.5,Amenities,Modern amenities and comfortable spaces.
H2512,The Grand Oak,California,Luxury,5,5/17/2025,Spring,16180,84.1,3.8,Location,Excellent for walking everywhere.
H2513,Seaside Shores,Florida,Resort,4,5/17/2025,Spring,85920,92.95,4.9,Amenities,Modern amenities and comfortable spaces.
H2514,Metro Meridian,New York,Business,5,5/17/2025,Spring,86110,82.72,3.7,Service,Slow check-in process.
H2515,Budget Haven,Texas,Budget,3,5/17/2025,Spring,65000,70.84,4.2,Service,Always greeted with a smile.
H2516,Mountain Retreat,Colorado,Boutique,3,5/18/2025,Spring,51250,75.17,4.4,Service,Always greeted with a smile.
H2517,The Grand Oak,California,Luxury,5,5/18/2025,Spring,58430,83.34,4.9,Service,Staff went above and beyond.
H2518,Seaside Shores,Florida,Resort,4,5/18/2025,Spring,52070,79.33,3.7,Location,Excellent for walking everywhere.
H2519,Metro Meridian,New York,Business,5,5/18/2025,Spring,39590,92.96,4.4,Food,Tasty and well-prepared dishes.
H2520,Budget Haven,Texas,Budget,3,5/18/2025,Spring,50540,86.95,4.8,Service,Staff went above and beyond.
H2521,Mountain Retreat,Colorado,Boutique,3,5/19/2025,Spring,21330,94.18,4.3,Food,Tasty and well-prepared dishes.
H2522,The Grand Oak,California,Luxury,5,5/19/2025,Spring,9710,81.6,3.9,Food,Tasty and well-prepared dishes.
H2523,Seaside Shores,Florida,Resort,4,5/19/2025,Spring,87190,85.94,4,Location,Excellent for walking everywhere.
H2524,Metro Meridian,New York,Business,5,5/19/2025,Spring,76740,75.69,4.2,Food,Tasty and well-prepared dishes.
H2525,Budget Haven,Texas,Budget,3,5/19/2025,Spring,91270,93.32,4,Food,Tasty and well-prepared dishes.
H2526,Mountain Retreat,Colorado,Boutique,3,5/20/2025,Spring,65090,88.21,4.9,Food,Tasty and well-prepared dishes.
H2527,The Grand Oak,California,Luxury,5,5/20/2025,Spring,25110,73.01,4.7,Cleanliness,Room was spotless and well-kept.
H2528,Seaside Shores,Florida,Resort,4,5/20/2025,Spring,42120,98.15,4.5,Service,Always greeted with a smile.
H2529,Metro Meridian,New York,Business,5,5/20/2025,Spring,35140,98.8,3.7,Cleanliness,Super clean bathrooms and linens.
H2530,Budget Haven,Texas,Budget,3,5/20/2025,Spring,51590,72.06,4.7,Cleanliness,Super clean bathrooms and linens.
H2531,Mountain Retreat,Colorado,Boutique,3,5/21/2025,Spring,10610,97.11,4.6,Food,Tasty and well-prepared dishes.
H2532,The Grand Oak,California,Luxury,5,5/21/2025,Spring,73270,78.61,4.4,Food,Tasty and well-prepared dishes.
H2533,Seaside Shores,Florida,Resort,4,5/21/2025,Spring,14570,78.05,3.8,Service,Slow check-in process.
H2534,Metro Meridian,New York,Business,5,5/21/2025,Spring,122440,99.56,4.5,Cleanliness,Super clean bathrooms and linens.
H2535,Budget Haven,Texas,Budget,3,5/21/2025,Spring,110290,70.97,3.8,Service,Slow check-in process.
H2536,Mountain Retreat,Colorado,Boutique,3,5/22/2025,Spring,32640,83.31,4.4,Cleanliness,Room was spotless and well-kept.
H2537,The Grand Oak,California,Luxury,5,5/22/2025,Spring,26830,82.16,4.7,Service,Always greeted with a smile.
H2538,Seaside Shores,Florida,Resort,4,5/22/2025,Spring,59330,71.26,4.7,Service,Always greeted with a smile.
H2539,Metro Meridian,New York,Business,5,5/22/2025,Spring,63650,94.72,4.8,Service,Staff went above and beyond.
H2540,Budget Haven,Texas,Budget,3,5/22/2025,Spring,80580,77.76,4.8,Service,Always greeted with a smile.
H2541,Mountain Retreat,Colorado,Boutique,3,5/23/2025,Spring,29470,73.04,5,Cleanliness,Super clean bathrooms and linens.
H2542,The Grand Oak,California,Luxury,5,5/23/2025,Spring,82450,84.15,3.5,Cleanliness,Super clean bathrooms and linens.
H2543,Seaside Shores,Florida,Resort,4,5/23/2025,Spring,18960,81.02,4.4,Service,Staff went above and beyond.
H2544,Metro Meridian,New York,Business,5,5/23/2025,Spring,49640,89.98,4.5,Cleanliness,Room was spotless and well-kept.
H2545,Budget Haven,Texas,Budget,3,5/23/2025,Spring,28060,88.8,4,Cleanliness,Super clean bathrooms and linens.
H2546,Mountain Retreat,Colorado,Boutique,3,5/24/2025,Spring,43440,86.49,3.9,Cleanliness,Room was spotless and well-kept.
H2547,The Grand Oak,California,Luxury,5,5/24/2025,Spring,106280,70.75,4.8,Service,Always greeted with a smile.
H2548,Seaside Shores,Florida,Resort,4,5/24/2025,Spring,53830,89,4.5,Location,Excellent for walking everywhere.
H2549,Metro Meridian,New York,Business,5,5/24/2025,Spring,103500,90.95,4.8,Service,Always greeted with a smile.
H2550,Budget Haven,Texas,Budget,3,5/24/2025,Spring,48380,83.89,3.8,Service,Slow check-in process.
H2551,Mountain Retreat,Colorado,Boutique,3,5/25/2025,Spring,116980,75.74,4,Service,Always greeted with a smile.
H2552,The Grand Oak,California,Luxury,5,5/25/2025,Spring,61310,78.34,3.9,Amenities,Modern amenities and comfortable spaces.
H2553,Seaside Shores,Florida,Resort,4,5/25/2025,Spring,42190,73.9,4.3,Amenities,Modern amenities and comfortable spaces.
H2554,Metro Meridian,New York,Business,5,5/25/2025,Spring,71520,77.03,5,Service,Always greeted with a smile.
H2555,Budget Haven,Texas,Budget,3,5/25/2025,Spring,108780,77.58,4.4,Amenities,Modern amenities and comfortable spaces.
H2556,Mountain Retreat,Colorado,Boutique,3,5/26/2025,Spring,124850,93.9,4.4,Amenities,Modern amenities and comfortable spaces.
H2557,The Grand Oak,California,Luxury,5,5/26/2025,Spring,114640,96.15,4.7,Location,Excellent for walking everywhere.
H2558,Seaside Shores,Florida,Resort,4,5/26/2025,Spring,53570,76.9,3.9,Service,Always greeted with a smile.
H2559,Metro Meridian,New York,Business,5,5/26/2025,Spring,14940,75.16,4.9,Amenities,Modern amenities and comfortable spaces.
H2560,Budget Haven,Texas,Budget,3,5/26/2025,Spring,24400,95.52,4.3,Food,Tasty and well-prepared dishes.
H2561,Mountain Retreat,Colorado,Boutique,3,5/27/2025,Spring,92190,89.95,4.1,Cleanliness,Super clean bathrooms and linens.
H2562,The Grand Oak,California,Luxury,5,5/27/2025,Spring,58870,95.8,3.6,Service,Always greeted with a smile.
H2563,Seaside Shores,Florida,Resort,4,5/27/2025,Spring,81170,94.01,4.4,Service,Staff went above and beyond.
H2564,Metro Meridian,New York,Business,5,5/27/2025,Spring,117570,93.68,5,Service,Always greeted with a smile.
H2565,Budget Haven,Texas,Budget,3,5/27/2025,Spring,123860,80.62,3.8,Amenities,Modern amenities and comfortable spaces.
H2566,Mountain Retreat,Colorado,Boutique,3,5/28/2025,Spring,81920,73.55,4.1,Location,Excellent for walking everywhere.
H2567,The Grand Oak,California,Luxury,5,5/28/2025,Spring,65910,87.41,3.8,Service,Slow check-in process.
H2568,Seaside Shores,Florida,Resort,4,5/28/2025,Spring,18000,75.5,3.8,Service,Slow check-in process.
H2569,Metro Meridian,New York,Business,5,5/28/2025,Spring,73970,76.22,3.8,Service,Slow check-in process.
H2570,Budget Haven,Texas,Budget,3,5/28/2025,Spring,50850,79.23,4.7,Cleanliness,Super clean bathrooms and linens.
H2571,Mountain Retreat,Colorado,Boutique,3,5/29/2025,Spring,123210,77.96,3.6,Service,Staff went above and beyond.
H2572,The Grand Oak,California,Luxury,5,5/29/2025,Spring,48240,90.19,4.1,Food,Tasty and well-prepared dishes.
H2573,Seaside Shores,Florida,Resort,4,5/29/2025,Spring,116400,99.44,3.7,Amenities,Modern amenities and comfortable spaces.
H2574,Metro Meridian,New York,Business,5,5/29/2025,Spring,85340,96.45,4.9,Location,Excellent for walking everywhere.
H2575,Budget Haven,Texas,Budget,3,5/29/2025,Spring,37840,92.73,4.8,Location,Excellent for walking everywhere.
